URL,Performance,Accessibility,BestPractices,SEO,Screenshot,date
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/juegaterapia-madrid,30,74,68,70,screenshots/009b69b6-90ef-46d1-8722-ef317e779901.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/asociacion-nuevo-futuro-malaga,28,74,68,70,screenshots/e873db09-9756-49fa-b086-366a1ce06093.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/asociacion-aspanri-sevilla,31,74,68,70,screenshots/a2041e42-e8f8-4247-b258-af1cfc705961.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/fundacion-el-gancho-infantil-sevilla,35,74,68,70,screenshots/75e70ad1-8b82-4273-a845-550e1b448e74.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/plena-inclusion-valencia,33,74,68,70,screenshots/4f6e3e18-5155-4c6b-81f5-440e0d66441d.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/adimi-malaga,31,75,68,70,screenshots/aee51082-b205-4d44-ab48-6f53d87cffca.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/fundacion-railes-madrid,31,74,68,70,screenshots/09ed3e1c-3527-41db-9df1-39f19aabcdbe.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/fundacion-railes-madrid1,29,72,68,70,screenshots/f41c7fd6-2a49-4225-9940-511043a13c11.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia,96,97,100,86,screenshots/3d8fb955-9202-4536-97b4-81c67012c65c.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/plena-inclusion-tenerife,99,97,100,86,screenshots/1a70e954-d2ab-4969-901a-6c4f287d41cb.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/padel-silla-menorca,99,97,100,86,screenshots/7ac6e069-5ed2-4c05-80fb-e6ababeb67af.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/fundacion-nemo-menorca,99,97,100,86,screenshots/3f573d9b-c7aa-4594-9d01-65a4cd601c6f.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/padel-silla-ibiza,100,97,100,86,screenshots/696a5a1b-47b9-4632-85dc-8d8a0eb826e6.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/caritas-ibiza,99,97,100,86,screenshots/8f11a831-57e2-4a26-8e07-ce7a3ed89bdb.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/sonrisa-medica-ibiza,99,97,100,86,screenshots/b4cee971-b871-43ec-a938-e4271e0e0925.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/ibiza-in-ibiza,100,97,100,86,screenshots/f7cc5e73-3bd3-40c3-8d19-f17291d46573.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/un-mar-de-posibilidades-ibiza,99,97,100,86,screenshots/2f23fa1d-562f-45b0-a1fc-a3ec43dadada.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/fundacion-balia-madrid,100,97,100,86,screenshots/49ab5268-cf31-4c1c-b716-2686ecfd7493.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/juegaterapia-madrid,99,97,100,86,screenshots/4790536b-5fb5-436a-9e2c-1b3f6b98c7b2.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/asociacion-nuevo-futuro-malaga,99,97,100,86,screenshots/63d3678b-97d5-4ad7-a49d-ad08c051e70d.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/asociacion-aspanri-sevilla,99,97,100,86,screenshots/70d2d6df-b76f-4d83-87ba-c430cb55321b.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/fundacion-el-gancho-infantil-sevilla,99,97,100,86,screenshots/2bace3b7-8aac-47c2-a6f3-0b343a8e28da.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/plena-inclusion-valencia,99,97,100,86,screenshots/440ab36e-06a3-4eda-906d-407d4ab9d494.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/adimi-malaga,99,97,100,86,screenshots/7ed6d184-9607-44a9-947f-c2288e813fc9.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/fundacion-railes-madrid,100,97,100,86,screenshots/3041e285-830a-4ac5-b911-8b80f190b34f.png,Tue Aug 15 14:59:14 CEST 2023
https://main--palladium--hlxsites.hlx.page/es/cares/4-causas/infancia/fundacion-railes-madrid1,99,97,100,86,screenshots/bd960893-3915-46f7-af9e-738facc8470f.png,Tue Aug 15 14:59:14 CEST 2023
